ticker,exchange,assetType,priceCurrency,startDate,endDate
AHT-P-G,NYSE,Stock,USD,2016-10-17,2021-03-10
AHT-P-H,NYSE,Stock,USD,2017-08-17,2021-03-10
AHT-P-I,NYSE,Stock,USD,2017-11-09,2021-03-10
AI,NYSE,Stock,USD,2020-12-09,2021-03-10
AIA,NASDAQ,ETF,USD,2007-11-20,2021-03-10
AIB,NYSE,Stock,USD,2012-11-08,2017-10-13
AIC,NYSE,Stock,USD,2015-03-20,2021-03-10
AIEQ,NYSE ARCA,ETF,USD,2017-10-18,2021-03-10
AIF,NYSE,ETF,USD,2013-02-26,2021-03-10
AIG,NYSE,Stock,USD,1984-09-07,2021-03-10
AIG-P-A,NYSE,Stock,USD,2019-03-08,2021-03-10
AIG-WS,NYSE,Stock,USD,1973-01-02,2021-01-13
AIH,NASDAQ,Stock,USD,2019-10-25,2021-03-10
AIHS,NASDAQ,Stock,USD,2018-03-16,2021-03-10
AIII,NYSE,Stock,USD,1997-12-10,2017-08-17
AIIQ,NYSE ARCA,ETF,USD,2018-06-06,2021-03-10
AIKI,NASDAQ,Stock,USD,1984-09-07,2021-03-10
AIM,NYSE MKT,Stock,USD,1996-07-12,2021-03-10
AIMC,NASDAQ,Stock,USD,2006-12-15,2021-03-10
AIMCV,NASDAQ,Stock,USD,2006-12-15,2018-10-01
AIMT,NASDAQ,Stock,USD,2015-08-06,2020-10-13
AIN,NYSE,Stock,USD,1987-09-30,2021-03-10
AINC,NYSE MKT,Stock,USD,2014-11-13,2021-03-10
AINV,NASDAQ,Stock,USD,2004-05-05,2021-03-10
AIO,NYSE,Stock,USD,2019-10-29,2021-03-10
AIQ,NASDAQ,Stock,USD,2001-07-27,2017-08-31
AIQ,NASDAQ,ETF,USD,2018-05-16,2021-03-10
AIR,NYSE,Stock,USD,1984-07-19,2021-03-10
AIRC,NYSE,Stock,USD,2020-12-15,2021-03-10
AIRG,NASDAQ,Stock,USD,2016-08-12,2021-03-10
AIRI,NYSE MKT,Stock,USD,2000-10-05,2021-03-10
AIRM,NASDAQ,Stock,USD,1987-08-31,2017-04-24
AIRR,NASDAQ,ETF,USD,2014-03-11,2021-03-10
AIRT,NASDAQ,Stock,USD,1984-04-24,2021-03-10
AIRTP,NASDAQ,Stock,USD,2019-06-11,2021-03-10
AIRTW,NASDAQ,Stock,USD,2019-06-12,2021-03-10
AIT,NYSE,Stock,USD,1984-09-07,2021-03-10
AIV,NYSE,Stock,USD,1994-07-22,2021-03-10
AIV-P-A,NYSE,Stock,USD,2014-09-22,2019-05-16
AIW,NYSE,Stock,USD,2013-05-06,2021-03-10
AIXG,NASDAQ,Stock,USD,2005-03-11,2017-07-18
AIY,NYSE,Stock,USD,2013-06-26,2019-08-19
AIZ,NYSE,Stock,USD,2004-02-05,2021-03-10
AIZN,NYSE,Stock,USD,2020-11-25,2021-03-10
AIZP,NYSE,Stock,USD,2018-03-08,2021-03-10
AJAX,NYSE,Stock,USD,2020-12-18,2021-03-10
AJAX-U,NYSE,Stock,USD,2020-10-28,2021-03-10
AJAX-WS,NYSE,Stock,USD,2020-12-18,2021-03-10
AJG,NYSE,Stock,USD,1984-09-07,2021-03-10
AJRD,NYSE,Stock,USD,1981-02-02,2021-03-10
AJX,NYSE,Stock,USD,2015-02-13,2021-03-10
AJXA,NYSE,Stock,USD,2017-04-28,2021-03-10
AKAM,NASDAQ,Stock,USD,1999-10-29,2021-03-10
AKBA,NASDAQ,Stock,USD,2014-03-20,2021-03-10
AKCA,NASDAQ,Stock,USD,2017-07-14,2020-10-12
AKER,NASDAQ,Stock,USD,2014-01-23,2021-03-10
AKIC,NASDAQ,Stock,USD,2021-02-26,2021-03-10
AKICU,NASDAQ,Stock,USD,2021-01-06,2021-03-10
AKICW,NASDAQ,Stock,USD,2021-02-26,2021-03-10
AKO-A,NYSE,Stock,USD,1994-07-07,2021-03-10
AKO-B,NYSE,Stock,USD,1997-04-07,2021-03-10
AKP,NYSE,ETF,USD,2002-01-29,2019-05-02
AKR,NYSE,Stock,USD,1993-05-27,2021-03-10
AKRO,NASDAQ,Stock,USD,2019-06-20,2021-03-10
AKS,NYSE,Stock,USD,1994-03-30,2020-03-13
AKTS,NASDAQ,Stock,USD,2015-11-20,2021-03-10
AKTX,NASDAQ,Stock,USD,2015-09-21,2021-03-10
AKU,NASDAQ,Stock,USD,2018-03-08,2021-03-10
AKUS,NASDAQ,Stock,USD,2020-06-26,2021-03-10
AL,NYSE,Stock,USD,2011-04-19,2021-03-10
AL-P-A,NYSE,Stock,USD,2019-02-27,2021-03-10
ALAC,NASDAQ,Stock,USD,2018-11-21,2021-03-10
ALACR,NASDAQ,Stock,USD,2018-11-21,2021-03-10
ALACU,NASDAQ,Stock,USD,2018-10-24,2021-03-10
ALACW,NASDAQ,Stock,USD,2018-11-21,2021-03-10
ALB,NYSE,Stock,USD,1994-02-22,2021-03-10
ALBO,NASDAQ,Stock,USD,2007-05-11,2021-03-10
ALC,NYSE,Stock,USD,2006-11-10,2013-10-17
ALC,NYSE,Stock,USD,2019-04-09,2021-03-10
ALCO,NASDAQ,Stock,USD,1973-05-03,2021-03-10
ALD,NYSE ARCA,ETF,USD,2011-03-17,2019-03-14
ALDR,NASDAQ,Stock,USD,2014-05-08,2019-10-22
ALDW,NYSE,Stock,USD,2012-11-20,2018-02-08
ALDX,NASDAQ,Stock,USD,2014-05-02,2021-03-10
ALE,NYSE,Stock,USD,1973-05-03,2021-03-10
ALEC,NASDAQ,Stock,USD,2019-02-07,2021-03-10
ALEX,NYSE,Stock,USD,2012-06-14,2021-03-10
ALFI,NYSE ARCA,ETF,USD,2015-11-10,2018-06-28
ALG,NYSE,Stock,USD,1993-03-19,2021-03-10
ALGI,NASDAQ,Stock,USD,2010-01-04,2019-06-26
ALGM,NASDAQ,Stock,USD,2020-10-29,2021-03-10
ALGN,NASDAQ,Stock,USD,2001-01-30,2021-03-10
ALGR,NASDAQ,Stock,USD,2018-08-13,2020-04-20
ALGRR,NASDAQ,Stock,USD,2018-08-13,2020-04-20
ALGRU,NASDAQ,Stock,USD,2018-07-03,2020-04-20
ALGRW,NASDAQ,Stock,USD,2018-08-13,2020-04-20
ALGS,NASDAQ,Stock,USD,2020-10-16,2021-03-10
ALGT,NASDAQ,Stock,USD,2006-12-08,2021-03-10
ALIM,NASDAQ,Stock,USD,2010-04-22,2021-03-10
ALIN-P-A,NYSE,Stock,USD,2014-09-22,2021-03-10
ALIN-P-B,NYSE,Stock,USD,2015-04-21,2021-03-10
ALIN-P-E,NYSE,Stock,USD,2018-01-17,2021-03-10
ALJ,NYSE,Stock,USD,2005-07-28,2017-07-10
ALJJ,NASDAQ,Stock,USD,1996-04-03,2021-03-10
ALK,NYSE,Stock,USD,2001-01-02,2021-03-10
ALKS,NASDAQ,Stock,USD,1991-07-16,2021-03-10
ALL,NYSE,Stock,USD,1993-06-03,2021-03-10
ALL-P-A,NYSE,Stock,USD,2014-09-22,2020-01-14
ALL-P-A-CL,NYSE,Stock,USD,2019-12-10,2020-01-14
ALL-P-B,NYSE,Stock,USD,2014-09-22,2021-03-10
ALL-P-C,NYSE,Stock,USD,2014-09-22,2018-10-12
ALL-P-D,NYSE,Stock,USD,2014-09-22,2019-10-14
ALL-P-D-CL,NYSE,Stock,USD,2019-09-04,2019-10-14
ALL-P-E,NYSE,Stock,USD,2014-09-22,2019-10-14
ALL-P-E-CL,NYSE,Stock,USD,2019-09-04,2019-10-14
ALL-P-F,NYSE,Stock,USD,2014-09-22,2019-10-14
ALL-P-F-CL,NYSE,Stock,USD,2019-09-04,2019-10-14
ALL-P-G,NYSE,Stock,USD,2018-03-27,2021-03-10
ALL-P-H,NYSE,Stock,USD,2019-08-02,2021-03-10
ALL-P-I,NYSE,Stock,USD,2019-11-05,2021-03-10
ALLE,NYSE,Stock,USD,2013-11-18,2021-03-10
ALLK,NASDAQ,Stock,USD,2018-07-19,2021-03-10
ALLO,NASDAQ,Stock,USD,2018-10-11,2021-03-10
ALLPDCL,NYSE,Stock,USD,2014-02-18,2019-09-27
ALLPFCL,NYSE,Stock,USD,2014-06-11,2019-09-27
ALLT,NASDAQ,Stock,USD,2006-11-16,2021-03-10
ALLY,NYSE,Stock,USD,2014-04-10,2021-03-10
ALLY-P-A,NYSE,Stock,USD,2014-09-22,2021-03-10
ALN,NYSE,Stock,USD,2009-09-14,2018-09-28
ALNA,NASDAQ,Stock,USD,2017-11-02,2021-03-10
ALNC,NASDAQ,Stock,USD,2006-12-28,2013-03-08
ALNY,NASDAQ,Stock,USD,2004-06-01,2021-03-10
ALO,NYSE,Stock,USD,2006-11-24,2020-07-01
ALOG,NASDAQ,Stock,USD,1984-09-07,2018-06-22
ALOT,NASDAQ,Stock,USD,1984-09-07,2021-03-10
ALP-P-O,NYSE,Stock,USD,2014-09-22,2017-10-10
ALP-P-Q,NYSE,Stock,USD,2017-09-05,2021-03-10
ALPN,NASDAQ,Stock,USD,2015-06-17,2021-03-10
ALR,NYSE,Stock,USD,1996-08-06,2017-10-19
ALR-P-B,NYSE,Stock,USD,1996-08-06,2017-11-03
ALRM,NASDAQ,Stock,USD,2015-06-26,2021-03-10
ALRN,NASDAQ,Stock,USD,1986-03-12,2021-03-10
ALRS,NASDAQ,Stock,USD,2001-01-02,2021-03-10
ALSK,NASDAQ,Stock,USD,1999-11-18,2021-03-10
ALSN,NYSE,Stock,USD,2012-03-15,2021-03-10
ALT,NASDAQ,Stock,USD,2005-10-06,2021-03-10
ALTA,NASDAQ,Stock,USD,2015-06-11,2021-03-10
ALTG,NYSE,Stock,USD,2019-04-25,2021-03-10
ALTG-P-A,NYSE,Stock,USD,2020-12-31,2021-03-10
ALTG-WS,NYSE,Stock,USD,2019-04-26,2021-03-10
ALTI,NASDAQ,Stock,USD,1999-07-06,2016-11-17
ALTL,NYSE ARCA,Stock,USD,2012-09-06,2015-07-06
ALTL,NYSE ARCA,ETF,USD,2020-06-25,2021-03-10
ALTM,NASDAQ,Stock,USD,2017-05-02,2021-03-10
ALTO,NASDAQ,Stock,USD,2005-03-24,2021-03-10
ALTR,NASDAQ,Stock,USD,2017-11-01,2021-03-10
ALTR,NASDAQ,Stock,USD,1988-04-04,2017-10-31
ALTU,NASDAQ,Stock,USD,2021-01-29,2021-03-10
ALTUQ,NASDAQ,Stock,USD,2010-01-04,2013-08-30
ALTUU,NASDAQ,Stock,USD,2020-12-09,2021-03-10
ALTUW,NASDAQ,Stock,USD,2021-01-29,2021-03-10
ALTV,NYSE,Stock,USD,1998-04-28,2015-12-21
ALTY,NASDAQ,ETF,USD,2015-07-14,2021-03-10
ALU,NYSE,Stock,USD,2006-11-30,2016-03-03
ALUS,NYSE,Stock,USD,2010-01-04,2021-03-10
ALUS-U,NYSE,Stock,USD,2019-11-26,2021-03-10
ALUS-WS,NYSE,Stock,USD,2020-01-10,2021-03-10
ALV,NYSE,Stock,USD,1997-04-28,2021-03-10
ALVR,NASDAQ,Stock,USD,2020-07-30,2021-03-10
ALX,NYSE,Stock,USD,1984-07-19,2021-03-10
ALXA,NASDAQ,Stock,USD,2016-01-04,2016-06-21
ALXN,NASDAQ,Stock,USD,1996-02-28,2021-03-10
ALXO,NASDAQ,Stock,USD,2020-07-17,2021-03-10
ALY,NYSE,Stock,USD,2007-03-22,2011-02-22
ALYA,NASDAQ,Stock,USD,2018-11-02,2021-03-10
AM,NYSE,Stock,USD,2014-11-05,2021-03-10
AMAG,NASDAQ,Stock,USD,1986-06-12,2020-11-16
AMAL,NASDAQ,Stock,USD,2018-08-07,2021-03-10
AMAT,NASDAQ,Stock,USD,1984-09-07,2021-03-10
AMBA,NASDAQ,Stock,USD,2012-10-10,2021-03-10
AMBC,NYSE,Stock,USD,2013-05-01,2021-03-10
AMBC-WS,NYSE,Stock,USD,2013-08-22,2021-03-10
AMBO,NYSE MKT,Stock,USD,2018-06-01,2021-03-10
AMBR,NYSE,Stock,USD,2014-03-21,2019-07-29
AMBTQ,NASDAQ,Stock,USD,2016-01-12,2018-06-18
AMC,NYSE,Stock,USD,2013-12-18,2021-03-10
AMCA,NASDAQ,ETF,USD,2017-08-11,2021-03-10
AMCC,NASDAQ,Stock,USD,2001-01-02,2017-02-03
AMCIU,NASDAQ,Stock,USD,2018-11-16,2021-02-04
AMCR,NYSE,Stock,USD,2019-06-11,2021-03-10
AMCX,NASDAQ,Stock,USD,2011-06-16,2021-03-10
AMD,NASDAQ,Stock,USD,1983-03-21,2021-03-10
AME,NYSE,Stock,USD,1984-07-19,2021-03-10
AMED,NASDAQ,Stock,USD,1994-08-18,2021-03-10
AMEH,NASDAQ,Stock,USD,2000-01-13,2021-03-10
AMFW,NYSE,Stock,USD,2014-11-13,2017-10-09
AMG,NYSE,Stock,USD,1997-11-21,2021-03-10
AMGN,NASDAQ,Stock,USD,1984-09-07,2021-03-10
AMGP,NYSE,Stock,USD,2017-05-04,2019-03-12
AMH,NYSE,Stock,USD,2013-08-01,2021-03-10
AMH-P-A,NYSE,Stock,USD,2014-09-22,2017-10-02
AMH-P-B,NYSE,Stock,USD,2014-09-22,2017-10-02
AMH-P-C,NYSE,Stock,USD,2014-09-22,2018-04-04
AMH-P-D,NYSE,Stock,USD,2016-05-25,2021-03-10
AMH-P-E,NYSE,Stock,USD,2016-06-22,2021-03-10
AMH-P-F,NYSE,Stock,USD,2017-04-20,2021-03-10
AMH-P-G,NYSE,Stock,USD,2017-07-11,2021-03-10
AMH-P-H,NYSE,Stock,USD,2018-09-13,2021-03-10
AMHC,NASDAQ,Stock,USD,2020-01-10,2021-03-10
AMHCU,NASDAQ,Stock,USD,2019-11-20,2021-03-10
AMHCW,NASDAQ,Stock,USD,2020-01-10,2021-03-10
AMIC,NASDAQ,Stock,USD,2016-01-04,2016-09-01
AMID,NYSE,Stock,USD,2011-07-27,2019-07-22
AMIEQ,NASDAQ,Stock,USD,2011-04-13,2016-04-01
AMJ,NYSE ARCA,ETF,USD,2009-04-02,2021-03-10
AMJL,NYSE ARCA,ETF,USD,2016-05-18,2020-03-18
AMK,NYSE,Stock,USD,2019-07-18,2021-03-10
AMKR,NASDAQ,Stock,USD,1998-05-01,2021-03-10
AMLP,NYSE ARCA,ETF,USD,2010-08-25,2021-03-10
AMN,NYSE,Stock,USD,2001-11-13,2021-03-10
AMNA,NYSE ARCA,Stock,USD,2020-06-22,2021-03-10
AMNB,NASDAQ,Stock,USD,1999-04-13,2021-03-10
AMND,NYSE ARCA,Stock,USD,2020-07-16,2021-03-10
AMOM,NYSE ARCA,ETF,USD,2019-05-21,2021-03-10
AMOT,NASDAQ,Stock,USD,1992-02-25,2021-03-10
AMOV,NYSE,Stock,USD,2001-02-07,2021-03-10
AMP,NYSE,Stock,USD,2005-09-15,2021-03-10
AMPE,NYSE MKT,Stock,USD,2010-03-31,2021-03-10
AMPG,NASDAQ,Stock,USD,1995-03-20,2021-03-10
AMPGW,NASDAQ,Stock,USD,2021-02-17,2021-03-10
AMPH,NASDAQ,Stock,USD,2014-06-25,2021-03-10
AMPI-U,NYSE,Stock,USD,2021-03-02,2021-03-10
AMPS,NYSE ARCA,ETF,USD,2012-02-22,2015-08-21
AMPY,NYSE,Stock,USD,2012-04-20,2021-03-10
AMR,NYSE,Stock,USD,2016-08-18,2021-03-10
AMR1,NASDAQ,Stock,USD,2006-12-28,2012-01-04
AMRB,NASDAQ,Stock,USD,1999-01-04,2021-03-10
AMRC,NYSE,Stock,USD,2010-07-22,2021-03-10
AMRE,NYSE,Stock,USD,2012-07-27,2015-02-18
AMRHW,NASDAQ,Stock,USD,2017-11-17,2020-12-30
AMRI,NASDAQ,Stock,USD,1999-02-04,2017-09-01
AMRK,NASDAQ,Stock,USD,2014-03-17,2021-03-10
AMRN,NASDAQ,Stock,USD,1993-04-05,2021-03-10
AMRS,NASDAQ,Stock,USD,2010-09-28,2021-03-10
AMRX,NYSE,Stock,USD,2009-01-15,2021-03-10
AMS,NYSE MKT,Stock,USD,1984-09-07,2021-03-10
AMSC,NASDAQ,Stock,USD,1991-12-12,2021-03-10
AMSF,NASDAQ,Stock,USD,2005-11-18,2021-03-10
AMSG,NASDAQ,Stock,USD,2016-01-04,2016-12-09
AMSGP,NASDAQ,Stock,USD,2016-01-04,2016-12-09
AMST,NASDAQ,Stock,USD,2020-09-25,2021-03-10
AMSWA,NASDAQ,Stock,USD,1984-09-07,2021-03-10
AMT,NYSE,Stock,USD,1998-02-27,2021-03-10
AMT-P-A,NYSE,Stock,USD,1998-02-27,2017-05-12
AMT-P-B,NYSE,Stock,USD,2015-02-26,2018-02-15
AMTB,NASDAQ,Stock,USD,2018-08-29,2021-03-10
AMTBB,NASDAQ,Stock,USD,2018-08-29,2021-03-10
AMTD,NASDAQ,Stock,USD,1997-03-04,2020-10-07
AMTG,NYSE,Stock,USD,2011-07-21,2016-09-08
AMTI,NASDAQ,Stock,USD,2020-06-05,2021-03-10
AMTR,NYSE ARCA,Stock,USD,2020-10-21,2021-03-10
AMTX,NASDAQ,Stock,USD,2014-05-15,2021-03-10
AMU,NYSE ARCA,ETF,USD,2012-07-18,2020-11-23
AMUB,NYSE ARCA,ETF,USD,2015-10-09,2021-03-10
AMWD,NASDAQ,Stock,USD,1986-07-21,2021-03-10
AMWL,NYSE,Stock,USD,2020-09-17,2021-03-10
AMX,NYSE,Stock,USD,2001-02-08,2021-03-10
AMYT,NASDAQ,Stock,USD,2019-12-31,2021-03-10
AMZA,NYSE ARCA,ETF,USD,2014-10-02,2021-03-10
AMZN,NASDAQ,Stock,USD,1997-05-15,2021-03-10
AN,NYSE,Stock,USD,1992-03-03,2021-03-10
ANAB,NASDAQ,Stock,USD,2017-01-26,2021-03-10
ANAC,NASDAQ,Stock,USD,2016-01-04,2016-06-27
ANAC-U,NYSE,Stock,USD,2021-02-23,2021-03-10
ANAD,NASDAQ,Stock,USD,2016-01-04,2016-03-16
ANAT,NASDAQ,Stock,USD,1984-09-07,2021-03-10
ANCB,NASDAQ,Stock,USD,2011-01-26,2018-11-15
ANCI,NASDAQ,Stock,USD,2005-12-21,2015-09-17
ANCN,NASDAQ,Stock,USD,2019-02-12,2021-03-10
ANCX,NASDAQ,Stock,USD,2004-07-19,2019-01-31
AND,NYSE ARCA,ETF,USD,2011-02-03,2017-10-06
ANDA,NASDAQ,Stock,USD,2015-12-08,2021-03-10
ANDAR,NASDAQ,Stock,USD,2019-03-06,2021-03-10
ANDAR,NASDAQ,Stock,USD,2015-12-07,2018-03-15
ANDAU,NASDAQ,Stock,USD,2019-01-29,2021-03-10
ANDAU,NASDAQ,Stock,USD,2015-11-25,2018-01-29
ANDAW,NASDAQ,Stock,USD,2015-12-07,2021-03-10
ANDE,NASDAQ,Stock,USD,1996-02-20,2021-03-10
ANDV,NYSE,Stock,USD,1983-04-06,2018-09-28
ANDX,NYSE,Stock,USD,2011-04-20,2019-08-07
ANET,NYSE,Stock,USD,2014-06-06,2021-03-10
ANEW,NYSE ARCA,ETF,USD,2020-10-16,2021-03-10
ANF,NYSE,Stock,USD,1996-09-26,2021-03-10
ANGI,NASDAQ,Stock,USD,2011-11-17,2021-03-10
ANGL,NASDAQ,ETF,USD,2012-04-11,2021-03-10
ANGN,NASDAQ,Stock,USD,2021-02-05,2021-03-10
ANGO,NASDAQ,Stock,USD,2004-06-01,2021-03-10
ANH,NYSE,Stock,USD,1998-03-12,2021-03-10
ANH-P-A,NYSE,Stock,USD,2014-09-22,2021-03-10
ANH-P-B,NYSE,Stock,USD,2014-09-22,2021-03-10
ANH-P-C,NYSE,Stock,USD,2015-01-28,2021-03-10
ANIK,NASDAQ,Stock,USD,1993-05-04,2021-03-10
ANIP,NASDAQ,Stock,USD,2000-05-05,2021-03-10
ANIX,NASDAQ,Stock,USD,2001-01-02,2021-03-10
ANN,NYSE,Stock,USD,1991-05-17,2015-08-28
ANNB,NASDAQ,Stock,USD,2006-12-22,2013-04-05
ANNX,NASDAQ,Stock,USD,2020-07-24,2021-03-10
ANPC,NASDAQ,Stock,USD,2020-01-30,2021-03-10
ANR,NYSE,Stock,USD,2005-02-15,2015-07-16
ANRZQ,NYSE,Stock,USD,2005-02-15,2016-07-27
ANSS,NASDAQ,Stock,USD,1996-06-21,2021-03-10
ANTE,NASDAQ,Stock,USD,2007-11-07,2021-03-10
ANTM,NYSE,Stock,USD,2001-01-02,2021-03-10
ANTX,NYSE,Stock,USD,2015-05-14,2018-04-30
ANV,NASDAQ,Stock,USD,2007-05-10,2015-03-09
ANVGQ,NYSE,Stock,USD,2015-03-10,2016-10-25
ANVS,NYSE MKT,Stock,USD,2020-01-29,2021-03-10
ANVS,NYSE MKT,Stock,USD,2010-02-12,2019-04-11
ANY,NASDAQ,Stock,USD,2008-06-24,2021-03-10
ANZUU,NASDAQ,Stock,USD,2021-03-02,2021-03-10
AOA,NYSE ARCA,ETF,USD,2008-11-11,2021-03-10
AOD,NYSE,ETF,USD,2007-01-26,2021-03-10
AOGSQ,NYSE,Stock,USD,2009-05-11,2009-12-30
AOIL,NYSE ARCA,ETF,USD,2017-03-31,2020-02-14
AOK,NYSE ARCA,ETF,USD,2008-11-19,2021-03-10
AOL,NYSE,Stock,USD,2009-11-24,2015-06-22
AOM,NYSE ARCA,ETF,USD,2008-11-11,2021-03-10
AON,NYSE,Stock,USD,1984-09-07,2021-03-10
AONE,NYSE,Stock,USD,2020-10-08,2021-03-10
AONE-U,NYSE,Stock,USD,2020-08-18,2021-03-10
AONE-WS,NYSE,Stock,USD,2020-10-09,2021-03-10
AOR,NYSE ARCA,ETF,USD,2008-11-11,2021-03-10
AOS,NYSE,Stock,USD,1984-09-07,2021-03-10
AOSL,NASDAQ,Stock,USD,2010-04-29,2021-03-10
AOUT,NASDAQ,Stock,USD,2020-08-21,2021-03-10
AOUTV,NASDAQ,Stock,USD,2020-08-21,2020-08-24
AP,NYSE,Stock,USD,1984-07-19,2021-03-10
AP-WS,NYSE MKT,Stock,USD,2020-09-24,2021-03-10
APA,NASDAQ,Stock,USD,1979-05-15,2021-03-10
APAGF,NASDAQ,Stock,USD,1981-07-21,2015-01-28
APAM,NYSE,Stock,USD,2013-03-07,2021-03-10
APB,NYSE,ETF,USD,1987-04-24,2019-01-23
APC,NYSE,Stock,USD,1986-09-09,2019-08-08
APD,NYSE,Stock,USD,1983-04-06,2021-03-10
APD-W,NYSE,Stock,USD,2016-09-23,2016-09-30
APDN,NASDAQ,Stock,USD,2003-07-15,2021-03-10
APDNW,NASDAQ,Stock,USD,2014-11-17,2019-11-18
APEI,NASDAQ,Stock,USD,2007-11-09,2021-03-10
APEN,NASDAQ,Stock,USD,2005-12-09,2021-03-10
APF,NYSE,ETF,USD,1994-07-28,2019-04-05
APFH,NYSE,Stock,USD,2016-07-15,2017-06-08
APG,NYSE,Stock,USD,2020-04-29,2021-03-10
APGB-U,NYSE,Stock,USD,2021-02-10,2021-03-10
APH,NYSE,Stock,USD,1991-11-08,2021-03-10
APHA,NASDAQ,Stock,USD,2015-03-18,2021-03-10
API,NASDAQ,Stock,USD,2020-06-26,2021-03-10
API,NYSE,Stock,USD,1991-02-12,2015-05-08
APIC,NASDAQ,Stock,USD,2016-01-04,2016-11-11
APL,NYSE,Stock,USD,2000-01-28,2015-02-27
APLE,NYSE,Stock,USD,2015-05-18,2021-03-10
APLP,NASDAQ,Stock,USD,2015-11-04,2018-05-07
APLS,NASDAQ,Stock,USD,2017-11-09,2021-03-10
APLT,NASDAQ,Stock,USD,2019-05-14,2021-03-10
APM,NASDAQ,Stock,USD,2018-12-18,2021-03-10
APO,NYSE,Stock,USD,2011-03-30,2021-03-10
APO-P-A,NYSE,Stock,USD,2017-03-09,2021-03-10
APO-P-B,NYSE,Stock,USD,2018-03-12,2021-03-10
APOG,NASDAQ,Stock,USD,1973-05-03,2021-03-10
APOL,NASDAQ,Stock,USD,2016-01-04,2017-02-09
APOP,NASDAQ,Stock,USD,2016-07-29,2021-03-10
APOPW,NASDAQ,Stock,USD,2016-07-29,2021-03-10
APPF,NASDAQ,Stock,USD,2015-06-26,2021-03-10
APPH,NASDAQ,Stock,USD,2020-06-12,2021-03-10
APPHW,NASDAQ,Stock,USD,2020-06-16,2021-03-10
APPN,NASDAQ,Stock,USD,2017-05-25,2021-03-10
APPS,NASDAQ,Stock,USD,2006-06-30,2021-03-10
APR,NASDAQ,Stock,USD,2021-02-11,2021-03-10
APRE,NASDAQ,Stock,USD,2019-10-03,2021-03-10
APRN,NYSE,Stock,USD,2017-06-29,2021-03-10
APSG,NYSE,Stock,USD,2020-11-23,2021-03-10
APSG-U,NYSE,Stock,USD,2020-10-02,2021-03-10
APSG-WS,NYSE,Stock,USD,2020-11-23,2021-03-10
APT,NYSE MKT,Stock,USD,1999-02-16,2021-03-10
APTI,NASDAQ,Stock,USD,2016-09-23,2019-01-10
APTO,NASDAQ,Stock,USD,2014-10-23,2021-03-10
APTS,NYSE,Stock,USD,2011-04-01,2021-03-10
APTV,NYSE,Stock,USD,2011-11-17,2021-03-10
APTV-P-A,NYSE,Stock,USD,2020-06-10,2021-03-10
APTX,NASDAQ,Stock,USD,2018-06-21,2021-03-10
APU,NYSE,Stock,USD,1995-04-12,2019-08-21
APVO,NASDAQ,Stock,USD,2016-07-20,2021-03-10
APWC,NASDAQ,Stock,USD,2003-07-15,2021-03-10
APXT,NASDAQ,Stock,USD,2019-11-05,2021-03-10
APXTU,NASDAQ,Stock,USD,2019-09-17,2021-03-10
APXTW,NASDAQ,Stock,USD,2019-11-05,2021-03-10
APYX,NASDAQ,Stock,USD,2019-01-02,2021-03-10
AQ,NYSE,Stock,USD,2017-11-03,2019-10-14
AQB,NASDAQ,Stock,USD,2017-01-11,2021-03-10
AQMS,NASDAQ,Stock,USD,2015-07-31,2021-03-10
AQN,NYSE,Stock,USD,2009-11-10,2021-03-10
AQNA,NYSE,Stock,USD,2018-10-23,2021-03-10
AQNB,NYSE,Stock,USD,2019-05-28,2021-03-10
AQST,NASDAQ,Stock,USD,2018-07-25,2021-03-10
AQUA,NYSE,Stock,USD,2017-11-02,2021-03-10
AR,NYSE,Stock,USD,2013-10-10,2021-03-10
ARA,NYSE,Stock,USD,2016-04-21,2021-01-25
ARAV,NASDAQ,Stock,USD,2014-03-21,2021-03-10
ARAY,NASDAQ,Stock,USD,2007-02-08,2021-03-10
ARB,NYSE ARCA,Stock,USD,2020-05-07,2021-03-10
ARBG,NASDAQ,Stock,USD,2021-01-11,2021-03-10
ARBGU,NASDAQ,Stock,USD,2020-11-20,2021-03-10
ARBGW,NASDAQ,Stock,USD,2021-01-11,2021-03-10
ARC,NYSE,Stock,USD,2005-02-04,2021-03-10
ARCB,NASDAQ,Stock,USD,1992-05-13,2021-03-10
ARCC,NASDAQ,Stock,USD,2004-10-05,2021-03-10
ARCE,NASDAQ,Stock,USD,2018-09-26,2021-03-10
ARCH,NYSE,Stock,USD,2016-10-05,2021-03-10
ARCO,NYSE,Stock,USD,2011-04-14,2021-03-10
ARCP,NASDAQ,Stock,USD,2011-09-09,2015-07-30
ARCPP,NASDAQ,Stock,USD,2014-01-06,2015-07-30
ARCT,NASDAQ,Stock,USD,2013-05-22,2021-03-10
ARCX,NYSE,Stock,USD,2013-11-06,2017-12-21
ARD,NYSE,Stock,USD,2017-03-15,2021-03-10
ARDC,NYSE,ETF,USD,2012-11-28,2021-03-10
ARDS,NASDAQ,Stock,USD,2018-08-14,2021-03-10
ARDX,NASDAQ,Stock,USD,2014-06-19,2021-03-10
ARE,NYSE,Stock,USD,1997-05-28,2021-03-10
ARE-P-D,NYSE,Stock,USD,2015-12-18,2019-10-04
ARE-P-E-CL,NYSE,Stock,USD,2017-03-14,2017-04-13
AREC,NASDAQ,Stock,USD,2017-12-29,2021-03-10
